Timestamp,Choose coder initials,Enter journal name:,Does the journal provide any guidance related to statistics or data analysis? (including referring to external guidelines),"Are any external statistical guidelines referred to? (this includes external reporting guidelines, such as CONSORT; publisher guidelines shared by many journals, such as Nature life sciences reporting checklist; and references to specific papers covering statistical issues)","If ""Yes"", which external statistical guidelines are referred to? (NOTE that these external guidelines should not be included in your coding of mentioned topics for this journal)","Other than referring to external guidelines, does the journal have its own statistical guidelines?",Is any guidance provided about p-values?,"If YES, please copy and paste all guidance related to p-values here:",Is any guidance provided about statistical significance?,"If YES, please copy and paste all guidance related to statistical significance here:",Is any guidance provided about null hypotheses?,"If YES, please copy and paste all guidance related to null hypotheses here:",Is any guidance provided about sample size justification (including statistical power)?,"If YES, please copy and paste all guidance related to sample size justification (including statistical power) here:",Is any guidance provided about confidence intervals?,"If YES, please copy and paste all guidance related to confidence intervals here:",Is any guidance provided about effect sizes?,"If YES, please copy and paste all guidance related to effect sizes here:",Is any guidance provided about multiple comparisons?,"If YES, please copy and paste all guidance related to multiple comparisons here:",Is any guidance provided about sub-group analyses?,"If YES, please copy and paste all guidance related to sub-group analyses here:",Is any guidance provided about baseline covariates?,"If YES, please copy and paste all guidance related to baseline covariates here:",Is any guidance provided about non-parametric tests?,"If YES, please copy and paste all guidance related to non-parametric tests here:",Is any guidance provided about sensitivity analysis?,"If YES, please copy and paste all guidance related to sensitivity analysis here:",Is any guidance provided about checking model assumptions?,"If YES, please copy and paste all guidance related to checking model assumptions here:",Is any guidance provided about data exclusions?,"If YES, please copy and paste all guidance related to data exclusions here:",Is any guidance provided about handling outliers?,"If YES, please copy and paste all guidance related to handling outliers here:",Is any guidance provided about handling missing data?,"If YES, please copy and paste all guidance related to handling missing data here:",Is any guidance provided about one-sided tests?,"If YES, please copy and paste all guidance related to one-sided tests here:",Is any guidance provided about Bayesian methods?,"If YES, please copy and paste all guidance related to Bayesian methods here:",Is any guidance provided about secondary outcomes?,"If YES, please copy and paste all guidance related to secondary outcomes here:",Is any guidance provided about pre-specification of analyses?,"If YES, please copy and paste all guidance related to pre-specification of analyses here:",Is any guidance provided about categorization of continuous variables?,"If YES, please copy and paste all guidance related to categorization of continuous variables here:","If relevant, use this space to note anything unusual about this journal that the team needs to discuss."
2/24/2021 16:19:52,TH,NATURE,Yes,Yes,Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DS/TH,NATURE,Yes,Yes,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2021 11:51:39,DS,PLoS One,Yes,Yes,"equator, consort, trend, prisma, prospero, stard, strobe, miame, fairsharing",Yes - there is a dedicated section specifically providing statistical guidance,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,the same guidelines as for all PLOS journals: see PLOS Biology
2/24/2021 17:44:08,TH,PLoS One,Yes,Yes,"CONSORT, TREND, PRISMA, STARD, STROBE, MIAME, SAMPL",Yes - there is a dedicated section specifically providing statistical guidance,YES,"P-values. Report exact p-values for all values greater than or equal to 0.001. P-values less than 0.001 may be expressed as p < 0.001, or as exponentials in studies of genetic associations...Regression analyses. Include the full results of any regression analysis performed as a supplementary file. Include all estimated regression coefficients, their standard error, p-values, and confidence intervals, as well as the measures of goodness of fit.",YES,Define the threshold for significance (alpha),NO,,YES,"f appropriate, provide sample sizes, along with a description of how they were determined. If a sample size calculation was performed, specify the inputs for power, effect size and alpha. Where relevant, report the number of independent replications for each experiment.",YES,"Effect sizes and confidence intervals should be reported where appropriate. ...Properties of distribution. It should be clear from the text which measures of variance (standard deviation, standard error of the mean, confidence intervals) and central tendency (mean, median) are being presented...Regression analyses. Include the full results of any regression analysis performed as a supplementary file. Include all estimated regression coefficients, their standard error, p-values, and confidence intervals, as well as the measures of goodness of fit.",YES,Effect sizes and confidence intervals should be reported where appropriate. ,YES,"nclude details of any corrections applied to account for multiple comparisons. If corrections were not applied, include a justification for not doing so",NO,,NO,,NO,,NO,,YES,"Describe any analysis carried out to confirm the data meets the assumptions of the analysis performed (e.g. linearity, co-linearity, normality of the distribution).",YES,"If relevant, describe how missing/excluded data were handled",YES,"Provide details of how outliers were treated and your analysis, both with the full dataset and with the outliers removed",YES,"If relevant, describe how missing/excluded data were handled",YES,"Describe all options for statistical procedures. For example, if t-tests were performed, state whether these were one- or two-tailed. ",YES,For Bayesian analysis explain the choice of prior trial probabilities and how they were selected. Markov chain Monte Carlo settings should be reported.,NO,,YES,"All clinical trials must be registered in one of the publicly-accessible registries approved by the WHO or ICMJE (International Committee of Medical Journal Editors). Authors must provide the trial registration number. Prior disclosure of results on a clinical trial registry site will not affect consideration for publication. We reserve the right to inform authors' institutions or ethics committees, and to reject the manuscript, if we become aware of unregistered trials.

PLOS ONE supports prospective trial registration (i.e. before participant recruitment has begun) as recommended by the ICMJE's clinical trial registration policy. Where trials were not publicly registered before participant recruitment began, authors must:

    Register all related clinical trials and confirm they have done so in the Methods section
    Explain in the Methods the reason for failing to register before participant recruitment

...
Any deviation from the trial protocol must be explained in the paper. Authors must explicitly discuss informed consent in their paper, and we reserve the right to ask for a copy of the patient consent form.

The name of the registry and the registry number must be provided in the Abstract. If the trial is registered in more than one location, please provide all relevant registry names and numbers.",NO,,
,DS/TH,PLoS One,Yes,Yes,"CONSORT, TREND, PRISMA, STARD, STROBE, MIAME, SAMPL",Yes - there is a dedicated section specifically providing statistical guidance,YES,"P-values. Report exact p-values for all values greater than or equal to 0.001. P-values less than 0.001 may be expressed as p < 0.001, or as exponentials in studies of genetic associations...Regression analyses. Include the full results of any regression analysis performed as a supplementary file. Include all estimated regression coefficients, their standard error, p-values, and confidence intervals, as well as the measures of goodness of fit.",YES,Define the threshold for significance (alpha),NO,,YES,"f appropriate, provide sample sizes, along with a description of how they were determined. If a sample size calculation was performed, specify the inputs for power, effect size and alpha. Where relevant, report the number of independent replications for each experiment.",YES,"Effect sizes and confidence intervals should be reported where appropriate. ...Properties of distribution. It should be clear from the text which measures of variance (standard deviation, standard error of the mean, confidence intervals) and central tendency (mean, median) are being presented...Regression analyses. Include the full results of any regression analysis performed as a supplementary file. Include all estimated regression coefficients, their standard error, p-values, and confidence intervals, as well as the measures of goodness of fit.",YES,Effect sizes and confidence intervals should be reported where appropriate. ,YES,"nclude details of any corrections applied to account for multiple comparisons. If corrections were not applied, include a justification for not doing so",NO,,NO,,NO,,NO,,YES,"Describe any analysis carried out to confirm the data meets the assumptions of the analysis performed (e.g. linearity, co-linearity, normality of the distribution).",YES,"If relevant, describe how missing/excluded data were handled",YES,"Provide details of how outliers were treated and your analysis, both with the full dataset and with the outliers removed",YES,"If relevant, describe how missing/excluded data were handled",YES,"Describe all options for statistical procedures. For example, if t-tests were performed, state whether these were one- or two-tailed. ",YES,For Bayesian analysis explain the choice of prior trial probabilities and how they were selected. Markov chain Monte Carlo settings should be reported.,NO,,YES,"All clinical trials must be registered in one of the publicly-accessible registries approved by the WHO or ICMJE (International Committee of Medical Journal Editors). Authors must provide the trial registration number. Prior disclosure of results on a clinical trial registry site will not affect consideration for publication. We reserve the right to inform authors' institutions or ethics committees, and to reject the manuscript, if we become aware of unregistered trials.

PLOS ONE supports prospective trial registration (i.e. before participant recruitment has begun) as recommended by the ICMJE's clinical trial registration policy. Where trials were not publicly registered before participant recruitment began, authors must:

    Register all related clinical trials and confirm they have done so in the Methods section
    Explain in the Methods the reason for failing to register before participant recruitment

...
Any deviation from the trial protocol must be explained in the paper. Authors must explicitly discuss informed consent in their paper, and we reserve the right to ask for a copy of the patient consent form.

The name of the registry and the registry number must be provided in the Abstract. If the trial is registered in more than one location, please provide all relevant registry names and numbers.",NO,,
2/14/2021 12:10:01,DS,Science Advances,Yes,Yes,"equator, arrive, remark, moose, prisma, strobe, strega, brisq",Yes - there is a dedicated section specifically providing statistical guidance,YES,"Results of each statistical test should be reported in full with the value of the test statistic and P value, and not simply reported as significant or nonsignificant; more than two significant digits on Pvalues are usually not needed except in situations of extreme multiple testing, such as in genetic association studies where stringent corrections for multiple testing might be used.
@@@
",YES,"Results of each statistical test should be reported in full with the value of the test statistic and P value, and not simply reported as significant or nonsignificant; more than two significant digits on Pvalues are usually not needed except in situations of extreme multiple testing, such as in genetic association studies where stringent corrections for multiple testing might be used.",YES,"Research objectives. State the objectives of the research, clearly distinguishing pre-specified hypotheses from hypotheses suggested after initiation of the data analyses.
",YES,"Study Design

In an ideal study, the following components will be specified before the initiation of the experiments. In the first section of the Materials and Methods, which should be titled Study Design, state how you have addressed each of these points (if applicable):

Sample size. How did you select your sample size? Did you use a power analysis to calculate the sample size necessary to achieve a reliable measurement of the effect? Did you alter this number during the course of the study and, if so, why?",YES,"Methods used for conducting statistical tests (e.g., t test, Wilcoxon signed-rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio–based interval) should be clearly stated. Mention methods used in the Materials and Methods, and then provide the individual test name in the figure legend for each experiment.
@@@
Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.
",NO,,YES,"Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedures used to account for multiple testing (e.g., false discovery rate control) should be reported.
@@@
Results of each statistical test should be reported in full with the value of the test statistic and P value, and not simply reported as significant or nonsignificant; more than two significant digits on Pvalues are usually not needed except in situations of extreme multiple testing, such as in genetic association studies where stringent corrections for multiple testing might be used.
",YES,"Randomization. Include in the description of the study whether the subject or other experimental units were assigned randomly to the various experimental groups and, if not, how the sample was selected (e.g., random sample, stratified sample, matched case-control sets). The population from which they were taken should be specified. How was randomization performed? Were the data collected and processed randomly, or were they grouped?
Blinding. Include whether the study was blinded and the method used for allocation concealment, blinded conduct of the experiment, and blinded assessment of outcomes. Did the investigator know to which group a particular animal taken from a cage (for example) was allocated? Were the animal caretakers and investigators conducting the experiments blinded to the allocation sequence? Were the investigators who assessed, measured, or quantified the results blinded to the intervention?
",NO,,NO,,NO,,YES,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.
Sufficient information should be supplied to allow readers to judge whether any assumptions necessary for the validity of statistical approaches (e.g., data are normally distributed, survival data are consistent with proportional hazards in a Cox regression model) have been verified.",YES,"Specify: ** Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?
@@@
Any results that are reported to constitute a blinded, independent validation of a statistical model (or mathematical classifier or predictor) must be accompanied by a detailed explanation that includes (i) specification of the exact “locked down” form of the model, including all data processing steps, algorithm for calculating the model output, and any cutpoints that might be applied to the model output for final classification; (ii) date on which the model or predictor was fully locked down in exactly the form described; (iii) name of the individual(s) who maintained the blinded data and oversaw the evaluation (e.g., honest broker); and (iv) statement of assurance that no modifications, additions, or ***exclusion*** were made to the validation data set from the point at which the model was locked down and that neither the validation data nor any subset of it had ever been used to assess or refine the model being tested.",YES,Specify: *** Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?,YES,"An accounting of missing data values should be provided; if imputed data values are used in statistical analyses, the methods used for imputation should be fully described.",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used, its use should be justified.",YES,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.",NO,,NO,,"not explicit, but perhaps this: For continuous variables, distributions should be described using graphical displays such as scatterplots, boxplots, or histograms or by reporting measures of central tendency (e.g., mean or median) and dispersion (e.g., SD, interquartile range).",,
2/24/2021 18:07:46,TH,Science Advances,Yes,Yes,"ARRIVE, REMARK, MOOSE, PRISMA, STROBE, STREGA, BRISQ",Yes - there is a dedicated section specifically providing statistical guidance,YES,"Results of each statistical test should be reported in full with the value of the test statistic and P value, and not simply reported as significant or nonsignificant; more than two significant digits on Pvalues are usually not needed except in situations of extreme multiple testing, such as in genetic association studies where stringent corrections for multiple testing might be used.",YES,"Results of each statistical test should be reported in full with the value of the test statistic and P value, and not simply reported as significant or nonsignificant
...
The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used, its use should be justified.",NO,,YES,"state how you have addressed each of these points (if applicable):

Sample size. How did you select your sample size? Did you use a power analysis to calculate the sample size necessary to achieve a reliable measurement of the effect? Did you alter this number during the course of the study and, if so, why?",YES,"Methods used for conducting statistical tests (e.g., t test, Wilcoxon signed-rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio–based interval) should be clearly stated.
...
Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.",NO,,YES,"Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedures used to account for multiple testing (e.g., false discovery rate control) should be reported.",NO,,NO,,NO,,NO,,YES,"Sufficient information should be supplied to allow readers to judge whether any assumptions necessary for the validity of statistical approaches (e.g., data are normally distributed, survival data are consistent with proportional hazards in a Cox regression model) have been verified.",YES,"Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?
...
any removal or modification of data values must be fully acknowledged and justified.",YES,Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?,YES,"An accounting of missing data values should be provided; if imputed data values are used in statistical analyses, the methods used for imputation should be fully described.",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used, its use should be justified.",YES,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.",YES,"Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, the appropriate statistical corrections should be applied.",YES,"State the objectives of the research, clearly distinguishing pre-specified hypotheses from hypotheses suggested after initiation of the data analyses.
...
Rules for stopping data collection. Did you define rules for stopping data collection in advance (for example, specific intermediary and final endpoints)? 
...
Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, the appropriate statistical corrections should be applied.
",NO,,
,DS/TH,Science Advances,Yes,Yes,"ARRIVE, REMARK, MOOSE, PRISMA, STROBE, STREGA, BRISQ",Yes - there is a dedicated section specifically providing statistical guidance,YES,"Results of each statistical test should be reported in full with the value of the test statistic and P value, and not simply reported as significant or nonsignificant; more than two significant digits on Pvalues are usually not needed except in situations of extreme multiple testing, such as in genetic association studies where stringent corrections for multiple testing might be used.",YES,"Results of each statistical test should be reported in full with the value of the test statistic and P value, and not simply reported as significant or nonsignificant
...
The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used, its use should be justified.",NO,,YES,"state how you have addressed each of these points (if applicable):

Sample size. How did you select your sample size? Did you use a power analysis to calculate the sample size necessary to achieve a reliable measurement of the effect? Did you alter this number during the course of the study and, if so, why?",YES,"Methods used for conducting statistical tests (e.g., t test, Wilcoxon signed-rank test, Wald test of regression coefficient) and for constructing confidence intervals (e.g., normal-based 95% CI: mean ± 2SD, likelihood ratio–based interval) should be clearly stated.
...
Point estimates of population parameters (e.g., mean, correlation coefficient, slope) or comparative measures (e.g., mean difference, odds ratio, hazard ratio) should be accompanied by a measure of uncertainty such as a standard error or a confidence interval.",NO,,YES,"Adjustments made to alpha levels (e.g., Bonferroni correction) or other procedures used to account for multiple testing (e.g., false discovery rate control) should be reported.",NO,,NO,,NO,,NO,,YES,"Sufficient information should be supplied to allow readers to judge whether any assumptions necessary for the validity of statistical approaches (e.g., data are normally distributed, survival data are consistent with proportional hazards in a Cox regression model) have been verified.",YES,"Data inclusion/exclusion criteria. What criteria did you apply for inclusion and exclusion of data? Were these criteria established prospectively?
...
any removal or modification of data values must be fully acknowledged and justified.",YES,Outliers. How were outliers defined and handled? Were they defined before the beginning of the study? Have you reported outliers that were excluded?,YES,"An accounting of missing data values should be provided; if imputed data values are used in statistical analyses, the methods used for imputation should be fully described.",YES,"The testing level (alpha) and whether one-sided or two-sided testing was used should be reported for each statistical test; typically two-sided testing is appropriate, but if one-sided testing is used, its use should be justified.",YES,"When Bayesian analyses are conducted, any assumptions made for prior distributions must be fully described.",YES,"Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, the appropriate statistical corrections should be applied.",YES,"State the objectives of the research, clearly distinguishing pre-specified hypotheses from hypotheses suggested after initiation of the data analyses.
...
Rules for stopping data collection. Did you define rules for stopping data collection in advance (for example, specific intermediary and final endpoints)? 
...
Selection of endpoints. Were the primary and secondary endpoints prospectively selected? If multiple endpoints were assessed, the appropriate statistical corrections should be applied.
",NO,,
2/14/2021 12:18:32,DS,Scientific Reports,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"Every article that contains statistical testing should state the name of the statistical test, the n value for each statistical analysis, the comparisons of interest, a justification for the use of that test (including, for example, a discussion of the normality of the data when the test is appropriate only for normal data), the alpha level for all tests, whether the tests were one-tailed or two-tailed, and the actual P value for each test (not merely ""significant"" or ""P < 0.05""). It should be clear what statistical test was used to generate every P value. Use of the word ""significant"" should always be accompanied by a P value; otherwise, use ""substantial,"" ""considerable,"" etc.",YES,"Every article that contains statistical testing should state the name of the statistical test, the n value for each statistical analysis, the comparisons of interest, a justification for the use of that test (including, for example, a discussion of the normality of the data when the test is appropriate only for normal data), the alpha level for all tests, whether the tests were one-tailed or two-tailed, and the actual P value for each test (not merely ""significant"" or ""P < 0.05""). It should be clear what statistical test was used to generate every P value. Use of the word ""significant"" should always be accompanied by a P value; otherwise, use ""substantial,"" ""considerable,"" etc.",NO,,"not about justification but related: Small sample size: When the sample size is small (less than about 10), authors should use tests appropriate to small samples or justify their use of large-sample tests.",,NO,,NO,,YES,"Multiple comparisons: When making multiple statistical comparisons on a single data set, authors should explain how they adjusted the alpha level to avoid an inflated Type I error rate, or they should select statistical tests appropriate for multiple groups (such as ANOVA rather than a series of t-tests).",YES,"Multiple comparisons: When making multiple statistical comparisons on a single data set, authors should explain how they adjusted the alpha level to avoid an inflated Type I error rate, or they should select statistical tests appropriate for multiple groups (such as ANOVA rather than a series of t-tests).",NO,,YES,"Normal distribution: Many statistical tests require that the data be approximately normally distributed; when using these tests, authors should explain how they tested their data for normality. If the data do not meet the assumptions of the test, then a non-parametric alternative should be used instead.",NO,,YES,"Authors must justify the use of a particular test and explain whether their data conform to the assumptions of the tests. Three errors are particularly common:

    Multiple comparisons: When making multiple statistical comparisons on a single data set, authors should explain how they adjusted the alpha level to avoid an inflated Type I error rate, or they should select statistical tests appropriate for multiple groups (such as ANOVA rather than a series of t-tests).
    Normal distribution: Many statistical tests require that the data be approximately normally distributed; when using these tests, authors should explain how they tested their data for normality. If the data do not meet the assumptions of the test, then a non-parametric alternative should be used instead.
    Small sample size: When the sample size is small (less than about 10), authors should use tests appropriate to small samples or justify their use of large-sample tests.
",NO,,NO,,NO,,YES,"Every article that contains statistical testing should state the name of the statistical test, the n value for each statistical analysis, the comparisons of interest, a justification for the use of that test (including, for example, a discussion of the normality of the data when the test is appropriate only for normal data), the alpha level for all tests, whether the tests were *** one-tailed *** or two-tailed, and the actual P value for each test (not merely ""significant"" or ""P < 0.05""). It should be clear what statistical test was used to generate every P value. Use of the word ""significant"" should always be accompanied by a P value; otherwise, use ""substantial,"" ""considerable,"" etc.",NO,,NO,,NO,,NO,,
2/24/2021 18:23:07,TH,Scientific Reports,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"Every article that contains statistical testing should state...the actual P value for each test (not merely ""significant"" or ""P < 0.05"")...It should be clear what statistical test was used to generate every P value. Use of the word ""significant"" should always be accompanied by a P value; otherwise, use ""substantial,"" ""considerable,"" etc.",YES,"Every article that contains statistical testing should state...the alpha level for all tests...the actual P value for each test (not merely ""significant"" or ""P < 0.05"")... It should be clear what statistical test was used to generate every P value. Use of the word ""significant"" should always be accompanied by a P value; otherwise, use ""substantial,"" ""considerable,"" etc.",NO,,NO,,NO,,NO,,YES,"Multiple comparisons: When making multiple statistical comparisons on a single data set, authors should explain how they adjusted the alpha level to avoid an inflated Type I error rate, or they should select statistical tests appropriate for multiple groups (such as ANOVA rather than a series of t-tests).",NO,,NO,,YES,"Normal distribution: Many statistical tests require that the data be approximately normally distributed; when using these tests, authors should explain how they tested their data for normality. If the data do not meet the assumptions of the test, then a non-parametric alternative should be used instead.",NO,,YES,"Authors must justify the use of a particular test and explain whether their data conform to the assumptions of the tests...Every article that contains statistical testing should state... a justification for the use of that test (including, for example, a discussion of the normality of the data when the test is appropriate only for normal data)...Normal distribution: Many statistical tests require that the data be approximately normally distributed; when using these tests, authors should explain how they tested their data for normality. If the data do not meet the assumptions of the test, then a non-parametric alternative should be used instead.",NO,,NO,,NO,,YES,Every article that contains statistical testing should state...whether the tests were one-tailed or two-tailed,NO,,NO,,NO,,NO,,
,DS/TH,Scientific Reports,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"Every article that contains statistical testing should state...the actual P value for each test (not merely ""significant"" or ""P < 0.05"")...It should be clear what statistical test was used to generate every P value. Use of the word ""significant"" should always be accompanied by a P value; otherwise, use ""substantial,"" ""considerable,"" etc.",YES,"Every article that contains statistical testing should state...the alpha level for all tests...the actual P value for each test (not merely ""significant"" or ""P < 0.05"")... It should be clear what statistical test was used to generate every P value. Use of the word ""significant"" should always be accompanied by a P value; otherwise, use ""substantial,"" ""considerable,"" etc.",NO,,NO,,NO,,NO,,YES,"Multiple comparisons: When making multiple statistical comparisons on a single data set, authors should explain how they adjusted the alpha level to avoid an inflated Type I error rate, or they should select statistical tests appropriate for multiple groups (such as ANOVA rather than a series of t-tests).",NO,,NO,,YES,"Normal distribution: Many statistical tests require that the data be approximately normally distributed; when using these tests, authors should explain how they tested their data for normality. If the data do not meet the assumptions of the test, then a non-parametric alternative should be used instead.",NO,,YES,"Authors must justify the use of a particular test and explain whether their data conform to the assumptions of the tests...Every article that contains statistical testing should state... a justification for the use of that test (including, for example, a discussion of the normality of the data when the test is appropriate only for normal data)...Normal distribution: Many statistical tests require that the data be approximately normally distributed; when using these tests, authors should explain how they tested their data for normality. If the data do not meet the assumptions of the test, then a non-parametric alternative should be used instead.",NO,,NO,,NO,,YES,Every article that contains statistical testing should state...whether the tests were one-tailed or two-tailed,NO,,NO,,NO,,NO,,
